Nombre de bits,Nombre de bits à 1,Rang dans la sous famille,Position du bit,Valeur
7, 0, 1, 1, 0
13, 6, 287, 7, 1
2, 2, 1, 1, 1
2, 0, 1, 2, 0
4, 2, 1, 1, 0
12, 12, 1, 9, 1
6, 3, 5, 3, 0
16, 11, 1126, 2, 1
3, 3, 1, 3, 1
8, 5, 18, 3, 1
8, 4, 54, 7, 0
5, 0, 1, 3, 0
2, 2, 1, 1, 1
7, 7, 1, 5, 1
7, 6, 6, 2, 1
14, 7, 1485, 7, 0
16, 2, 119, 3, 1
14, 5, 430, 14, 0
14, 7, 2299, 6, 1
4, 4, 1, 1, 1
11, 3, 13, 7, 0
14, 0, 1, 10, 0
3, 3, 1, 1, 1
6, 3, 15, 1, 1
16, 9, 10613, 15, 0
3, 2, 3, 3, 0
4, 1, 1, 2, 0
5, 3, 7, 2, 0
8, 3, 10, 2, 0
16, 9, 2169, 3, 0
13, 12, 12, 9, 1
14, 8, 343, 4, 1
16, 8, 12544, 10, 0
16, 1, 11, 3, 0
6, 3, 15, 4, 0
4, 1, 3, 4, 0
10, 6, 132, 1, 1
2, 1, 1, 2, 1
3, 0, 1, 2, 0
7, 2, 8, 5, 0
13, 2, 28, 3, 0
2, 0, 1, 1, 0
16, 16, 1, 4, 1
12, 10, 29, 4, 1
15, 6, 4089, 4, 0
13, 7, 1099, 5, 1
10, 6, 38, 5, 0
7, 2, 21, 1, 1
13, 9, 397, 8, 1
16, 13, 108, 9, 1
6, 4, 10, 5, 1
15, 0, 1, 5, 0
14, 7, 1927, 2, 0
11, 9, 35, 6, 0
2, 1, 2, 2, 0
8, 4, 29, 6, 0
9, 6, 24, 7, 1
2, 1, 2, 2, 0
9, 6, 13, 2, 1
4, 2, 2, 1, 0
4, 3, 3, 1, 1
10, 3, 76, 5, 0
8, 2, 8, 8, 0
8, 5, 23, 5, 0
3, 2, 3, 1, 1
2, 0, 1, 2, 0
3, 1, 1, 2, 0
7, 6, 6, 5, 1
5, 4, 3, 4, 1
2, 0, 1, 2, 0
2, 2, 1, 2, 1
4, 3, 2, 1, 1
4, 0, 1, 2, 0
6, 0, 1, 3, 0
15, 5, 2376, 6, 0
8, 1, 5, 4, 1
4, 1, 2, 3, 1
9, 8, 6, 8, 1
16, 7, 1021, 1, 0
1, 0, 1, 1, 0
6, 0, 1, 6, 0
6, 2, 2, 3, 0
6, 6, 1, 4, 1
15, 13, 60, 6, 1
16, 0, 1, 6, 0
14, 13, 13, 3, 1
4, 3, 3, 4, 1
6, 5, 4, 1, 1
7, 3, 29, 5, 1
5, 1, 1, 2, 0
10, 4, 10, 5, 1
15, 5, 92, 2, 0
10, 7, 29, 7, 1
12, 2, 8, 5, 0
1, 1, 1, 1, 1
14, 7, 1436, 13, 1
7, 4, 19, 6, 1
6, 3, 9, 1, 0
10, 1, 5, 9, 0
3, 1, 3, 2, 0
9, 9, 1, 5, 1
6, 2, 13, 1, 1
16, 2, 51, 7, 0
16, 3, 460, 15, 1
14, 6, 1088, 14, 1
10, 4, 5, 5, 0
12, 5, 718, 6, 0
9, 4, 56, 2, 1
8, 4, 20, 5, 0
4, 4, 1, 4, 1
1, 0, 1, 1, 0
5, 4, 2, 4, 1
10, 4, 159, 7, 0
1, 0, 1, 1, 0
4, 1, 4, 2, 0
6, 6, 1, 1, 1
1, 0, 1, 1, 0
16, 13, 450, 2, 1
16, 11, 3028, 2, 1
15, 6, 2955, 9, 0
10, 3, 87, 10, 0
8, 2, 2, 1, 0
2, 1, 2, 1, 1
4, 2, 2, 3, 0
7, 5, 8, 7, 1
6, 2, 13, 4, 1
10, 8, 24, 7, 1
14, 9, 442, 4, 0
8, 4, 69, 8, 0
15, 11, 1358, 10, 0
9, 1, 8, 9, 0
9, 1, 1, 1, 0
8, 8, 1, 3, 1
15, 7, 747, 10, 1
7, 5, 1, 7, 1
12, 8, 61, 6, 0
14, 14, 1, 10, 1
12, 6, 459, 6, 1
15, 7, 2004, 12, 0
8, 3, 27, 2, 1
6, 4, 8, 6, 1
4, 2, 1, 3, 1
10, 7, 37, 10, 1
5, 1, 5, 3, 0
6, 6, 1, 1, 1
9, 0, 1, 9, 0
1, 0, 1, 1, 0
12, 2, 27, 10, 0
5, 5, 1, 1, 1
2, 2, 1, 2, 1
4, 4, 1, 1, 1
11, 3, 133, 7, 0
11, 10, 2, 7, 1
5, 0, 1, 1, 0
15, 5, 2430, 12, 1
6, 0, 1, 3, 0
16, 14, 46, 4, 0
12, 0, 1, 6, 0
2, 0, 1, 1, 0
16, 11, 558, 6, 1
9, 2, 20, 1, 0
3, 1, 1, 1, 0
9, 6, 60, 6, 0
1, 0, 1, 1, 0
1, 0, 1, 1, 0
15, 8, 3322, 9, 1
12, 7, 490, 8, 1
7, 3, 4, 1, 0
1, 0, 1, 1, 0
4, 3, 2, 1, 1
3, 1, 1, 1, 0
2, 1, 2, 2, 0
13, 1, 8, 2, 0
7, 6, 3, 4, 1
13, 8, 714, 2, 0
8, 7, 5, 4, 1
1, 0, 1, 1, 0
4, 4, 1, 1, 1
6, 4, 14, 2, 1
15, 11, 1108, 10, 0
2, 0, 1, 2, 0
4, 4, 1, 3, 1
10, 8, 32, 4, 1
11, 6, 407, 7, 0
5, 3, 1, 4, 1
7, 1, 4, 4, 1
5, 5, 1, 1, 1
13, 10, 216, 2, 1
15, 12, 119, 5, 0
4, 4, 1, 4, 1
7, 2, 3, 2, 0
4, 4, 1, 1, 1
9, 3, 41, 2, 1
12, 12, 1, 7, 1
10, 8, 5, 4, 1
13, 9, 343, 3, 1
3, 0, 1, 3, 0
13, 0, 1, 3, 0
5, 1, 5, 1, 1
10, 7, 48, 9, 0
12, 4, 480, 11, 1
1, 1, 1, 1, 1
12, 8, 454, 12, 1
16, 5, 965, 16, 0
9, 7, 11, 4, 1
6, 3, 20, 2, 1
13, 2, 2, 13, 1
4, 4, 1, 2, 1
16, 15, 13, 3, 1
3, 0, 1, 2, 0
2, 0, 1, 2, 0
11, 5, 311, 8, 1
14, 12, 20, 3, 1
12, 12, 1, 2, 1
1, 0, 1, 1, 0
13, 8, 205, 9, 1
13, 11, 46, 1, 1
10, 6, 187, 6, 0
7, 2, 3, 2, 0
5, 5, 1, 2, 1
8, 8, 1, 3, 1
15, 6, 4984, 13, 0
4, 3, 2, 4, 1
8, 7, 1, 1, 0
8, 1, 2, 4, 0
15, 10, 1761, 10, 1
11, 7, 216, 10, 1
15, 11, 689, 14, 0
2, 0, 1, 1, 0
9, 7, 33, 6, 0
10, 4, 182, 8, 0
16, 9, 8368, 8, 1
16, 9, 10444, 4, 0
8, 7, 2, 6, 1
5, 1, 2, 4, 1
16, 3, 329, 8, 0
10, 0, 1, 3, 0
2, 0, 1, 1, 0
13, 9, 360, 10, 0
11, 10, 3, 3, 0
6, 1, 6, 4, 0
4, 0, 1, 3, 0
8, 3, 16, 6, 1
8, 6, 16, 7, 1
3, 0, 1, 3, 0
8, 4, 63, 3, 0
16, 15, 8, 13, 1
8, 5, 13, 6, 0
9, 2, 10, 3, 0
3, 3, 1, 1, 1
13, 12, 7, 5, 1
13, 3, 149, 1, 0
6, 2, 13, 1, 1
11, 8, 30, 6, 1
11, 8, 47, 5, 0
16, 13, 355, 10, 1
5, 5, 1, 2, 1
12, 4, 351, 6, 1
8, 2, 23, 3, 0
8, 0, 1, 7, 0
7, 6, 7, 4, 1
7, 0, 1, 3, 0
12, 4, 249, 11, 0
16, 12, 1697, 3, 1
5, 1, 3, 2, 0
1, 0, 1, 1, 0
7, 2, 3, 5, 1
9, 2, 24, 5, 0
8, 5, 56, 1, 1
16, 11, 70, 4, 1
8, 4, 54, 3, 1
12, 8, 438, 5, 0
9, 0, 1, 2, 0
7, 2, 12, 2, 1
15, 15, 1, 15, 1
7, 3, 25, 1, 1
9, 6, 74, 3, 1
7, 7, 1, 6, 1
14, 11, 153, 4, 0
4, 1, 3, 3, 0
1, 0, 1, 1, 0
16, 0, 1, 5, 0
16, 10, 406, 5, 1
13, 10, 186, 11, 1
2, 1, 1, 1, 0
4, 3, 3, 2, 1
14, 7, 2973, 14, 1
1, 0, 1, 1, 0
14, 2, 57, 11, 0
10, 5, 232, 6, 0
12, 4, 373, 9, 0
13, 13, 1, 3, 1
15, 0, 1, 9, 0
7, 1, 2, 4, 0
8, 4, 67, 3, 1
15, 3, 279, 5, 0
15, 11, 678, 2, 1
13, 7, 245, 7, 1
13, 7, 1098, 2, 0
13, 13, 1, 11, 1
1, 0, 1, 1, 0
9, 9, 1, 5, 1
7, 1, 7, 7, 0
1, 0, 1, 1, 0
8, 1, 1, 8, 1
8, 4, 11, 4, 1
10, 9, 4, 9, 1
9, 2, 3, 6, 0
5, 4, 2, 2, 0
5, 0, 1, 5, 0
6, 1, 1, 6, 1
5, 0, 1, 1, 0
2, 0, 1, 2, 0
5, 4, 5, 4, 1
14, 4, 942, 6, 0
1, 1, 1, 1, 1
15, 5, 315, 11, 1
16, 13, 335, 11, 1
12, 1, 3, 9, 0
6, 1, 3, 2, 0
16, 4, 647, 7, 0
10, 9, 4, 6, 1
6, 6, 1, 5, 1
13, 2, 71, 6, 0
11, 9, 34, 9, 1
7, 6, 4, 2, 1
10, 3, 88, 8, 0
16, 16, 1, 12, 1
3, 3, 1, 2, 1
1, 1, 1, 1, 1
14, 1, 13, 4, 0
16, 15, 6, 8, 1
11, 3, 1, 2, 0
5, 2, 7, 4, 0
15, 12, 136, 4, 1
3, 1, 3, 3, 0
7, 6, 5, 2, 1
6, 4, 4, 6, 1
10, 6, 43, 9, 1
14, 3, 131, 2, 0
6, 6, 1, 6, 1
6, 2, 6, 1, 0
11, 8, 80, 8, 1
14, 9, 95, 5, 1
9, 5, 114, 4, 0
15, 2, 18, 3, 0
8, 4, 69, 2, 1
7, 0, 1, 5, 0
6, 3, 20, 3, 1
13, 1, 9, 3, 0
16, 7, 3571, 11, 1
13, 2, 32, 4, 0
6, 2, 9, 5, 0
4, 2, 5, 1, 1
6, 2, 4, 3, 1
2, 1, 1, 1, 0
14, 4, 897, 10, 0
12, 5, 178, 11, 0
7, 4, 33, 5, 0
8, 2, 18, 2, 1
1, 0, 1, 1, 0
6, 2, 15, 1, 1
16, 4, 1727, 13, 0
14, 1, 6, 12, 0
7, 2, 13, 7, 0
8, 6, 28, 4, 1
9, 0, 1, 6, 0
16, 6, 5936, 6, 0
10, 7, 41, 2, 0
4, 3, 3, 1, 1
9, 0, 1, 5, 0
15, 2, 19, 8, 0
9, 9, 1, 4, 1
1, 0, 1, 1, 0
5, 2, 2, 5, 1
7, 5, 2, 4, 1
3, 1, 2, 3, 0
11, 5, 14, 5, 1
15, 1, 1, 4, 0
11, 3, 142, 8, 0
9, 8, 3, 5, 1
3, 1, 2, 3, 0
11, 10, 7, 4, 1
4, 3, 3, 1, 1
5, 1, 4, 5, 0
2, 2, 1, 1, 1
6, 5, 4, 5, 1
3, 0, 1, 1, 0
9, 2, 23, 4, 0
14, 9, 1614, 8, 1
1, 1, 1, 1, 1
5, 0, 1, 4, 0
7, 4, 15, 2, 1
2, 2, 1, 2, 1
4, 4, 1, 3, 1
1, 1, 1, 1, 1
15, 9, 1604, 6, 0
16, 15, 1, 4, 1
9, 4, 106, 4, 0
6, 0, 1, 1, 0
14, 14, 1, 10, 1
1, 1, 1, 1, 1
16, 0, 1, 2, 0
5, 2, 8, 5, 0
9, 5, 1, 3, 0
3, 0, 1, 3, 0
5, 0, 1, 4, 0
5, 2, 10, 1, 1
3, 1, 1, 3, 1
6, 2, 4, 1, 0
6, 5, 4, 1, 1
3, 2, 3, 3, 0
10, 10, 1, 2, 1
5, 4, 5, 2, 1
2, 2, 1, 1, 1
9, 1, 9, 5, 0
15, 9, 3531, 9, 1
9, 8, 7, 8, 1
11, 7, 189, 8, 0
14, 10, 179, 11, 1
9, 6, 8, 6, 1
16, 13, 90, 2, 1
15, 1, 11, 8, 0
7, 4, 8, 7, 1
6, 3, 20, 6, 0
2, 2, 1, 1, 1
7, 4, 5, 2, 0
5, 2, 2, 1, 0
5, 5, 1, 3, 1
15, 8, 4492, 14, 0
15, 3, 296, 13, 0
8, 3, 18, 4, 1
16, 6, 7030, 14, 0
1, 0, 1, 1, 0
12, 2, 30, 9, 0
2, 2, 1, 2, 1
12, 9, 78, 8, 1
4, 3, 4, 2, 1
8, 5, 26, 2, 0
15, 0, 1, 3, 0
12, 10, 47, 5, 1
12, 2, 38, 1, 0
8, 7, 8, 8, 0
9, 7, 33, 1, 1
12, 9, 16, 3, 0
4, 0, 1, 4, 0
15, 11, 41, 3, 1
8, 0, 1, 6, 0
6, 5, 5, 6, 1
5, 0, 1, 2, 0
15, 2, 80, 9, 0
14, 13, 2, 7, 1
16, 10, 7237, 2, 1
5, 1, 2, 4, 1
13, 4, 695, 10, 0
2, 1, 1, 1, 0
12, 12, 1, 4, 1
1, 1, 1, 1, 1
15, 5, 902, 14, 1
2, 0, 1, 2, 0
13, 6, 1430, 3, 0
14, 13, 10, 14, 1
9, 9, 1, 3, 1
16, 11, 1468, 2, 0
1, 0, 1, 1, 0
10, 8, 37, 2, 1
15, 14, 4, 1, 1
10, 3, 113, 9, 0
11, 3, 61, 6, 0
15, 6, 3519, 10, 1
12, 6, 210, 8, 1
8, 3, 35, 7, 0
16, 7, 8117, 7, 1
6, 3, 8, 2, 1
16, 14, 10, 8, 1
9, 9, 1, 4, 1
13, 5, 827, 6, 0
3, 0, 1, 2, 0
11, 4, 243, 1, 1
8, 4, 61, 1, 1
14, 14, 1, 5, 1
12, 6, 577, 4, 1
8, 6, 23, 1, 1
12, 10, 38, 9, 1
11, 1, 9, 10, 0
12, 0, 1, 9, 0
9, 1, 2, 5, 0
5, 0, 1, 3, 0
16, 8, 130, 13, 1
9, 2, 10, 8, 0
3, 2, 1, 1, 0
7, 1, 1, 4, 0
15, 14, 7, 4, 1
16, 5, 2553, 2, 1
1, 1, 1, 1, 1
16, 5, 3794, 11, 0
15, 11, 1094, 5, 0
6, 0, 1, 3, 0
2, 2, 1, 2, 1
4, 4, 1, 2, 1
10, 6, 74, 10, 0
13, 5, 133, 9, 0
6, 5, 2, 4, 1
4, 1, 1, 3, 0
6, 1, 5, 3, 0
16, 6, 6994, 9, 0
10, 7, 57, 9, 0
4, 1, 4, 1, 1
1, 1, 1, 1, 1
10, 8, 3, 7, 1
14, 13, 6, 11, 1
16, 7, 8552, 13, 0
3, 3, 1, 3, 1
12, 11, 12, 3, 1
1, 0, 1, 1, 0
1, 1, 1, 1, 1
1, 0, 1, 1, 0
5, 5, 1, 4, 1
3, 1, 1, 1, 0
2, 2, 1, 2, 1
12, 9, 96, 1, 1
11, 5, 419, 5, 0
9, 0, 1, 6, 0
9, 7, 17, 9, 1
11, 2, 28, 5, 1
5, 4, 4, 5, 1
10, 4, 91, 10, 1
7, 3, 11, 7, 1
8, 6, 25, 6, 1
1, 1, 1, 1, 1
5, 0, 1, 2, 0
11, 9, 17, 9, 0
4, 4, 1, 3, 1
4, 1, 4, 1, 1
16, 7, 4435, 1, 0
15, 15, 1, 1, 1
7, 0, 1, 2, 0
8, 0, 1, 5, 0
5, 5, 1, 2, 1
1, 1, 1, 1, 1
5, 3, 8, 3, 0
4, 1, 2, 1, 0
3, 0, 1, 3, 0
6, 5, 1, 5, 1
11, 11, 1, 9, 1
8, 4, 12, 3, 1
3, 3, 1, 3, 1
16, 1, 6, 8, 0
10, 4, 147, 7, 0
14, 9, 546, 9, 1
14, 4, 670, 13, 0
8, 8, 1, 1, 1
2, 0, 1, 2, 0
10, 1, 6, 8, 0
5, 1, 3, 1, 0
4, 2, 3, 3, 1
14, 0, 1, 14, 0
10, 7, 87, 10, 1
2, 1, 2, 2, 0
6, 2, 5, 2, 0
13, 10, 52, 1, 0
4, 4, 1, 3, 1
5, 5, 1, 2, 1
13, 10, 160, 8, 1
9, 1, 4, 8, 0
16, 4, 176, 1, 0
8, 3, 4, 7, 1
12, 0, 1, 10, 0
5, 4, 3, 2, 1
14, 2, 1, 3, 0
9, 9, 1, 8, 1
1, 0, 1, 1, 0
5, 5, 1, 3, 1
3, 1, 3, 1, 1
16, 16, 1, 15, 1
4, 3, 2, 3, 1
1, 0, 1, 1, 0
7, 4, 20, 2, 0
10, 5, 142, 5, 0
14, 12, 37, 8, 1
10, 3, 103, 9, 0
4, 3, 4, 4, 0
6, 2, 13, 6, 0
11, 1, 8, 4, 1
1, 1, 1, 1, 1
2, 1, 1, 1, 0
2, 0, 1, 1, 0
6, 4, 8, 4, 1
13, 7, 1514, 6, 0
3, 0, 1, 3, 0
10, 0, 1, 1, 0
6, 3, 10, 3, 1
6, 3, 4, 1, 0
2, 0, 1, 2, 0
11, 11, 1, 10, 1
1, 1, 1, 1, 1
8, 3, 42, 6, 0
16, 11, 2504, 6, 1
12, 8, 391, 12, 1
14, 6, 268, 6, 1
14, 12, 55, 3, 1
5, 1, 1, 4, 0
7, 1, 1, 5, 0
14, 13, 6, 3, 1
13, 6, 44, 1, 0
5, 2, 6, 2, 1
14, 10, 780, 10, 1
11, 9, 46, 2, 1
4, 4, 1, 4, 1
9, 4, 107, 8, 0
16, 13, 539, 4, 1
9, 8, 1, 5, 1
11, 5, 333, 9, 0
14, 7, 3400, 11, 1
8, 7, 3, 6, 1
15, 2, 89, 4, 0
1, 1, 1, 1, 1
6, 2, 4, 6, 1
16, 11, 475, 10, 1
5, 2, 10, 2, 1
15, 9, 2819, 6, 1
15, 4, 643, 15, 0
1, 0, 1, 1, 0
14, 8, 1711, 9, 0
10, 9, 8, 7, 1
11, 1, 7, 2, 0
3, 0, 1, 1, 0
1, 0, 1, 1, 0
11, 1, 8, 5, 0
3, 2, 3, 1, 1
10, 6, 166, 7, 0
3, 0, 1, 2, 0
14, 6, 1001, 5, 0
15, 5, 1391, 9, 1
15, 6, 3136, 3, 0
2, 0, 1, 1, 0
6, 3, 1, 4, 1
10, 3, 41, 4, 0
11, 10, 4, 4, 0
10, 3, 58, 4, 0
13, 5, 1096, 8, 0
10, 9, 10, 7, 1
10, 2, 41, 7, 0
15, 9, 1206, 3, 0
12, 11, 11, 1, 1
8, 0, 1, 4, 0
14, 2, 34, 5, 0
10, 5, 238, 6, 1
7, 5, 10, 1, 1
2, 1, 2, 1, 1
13, 1, 4, 5, 0
8, 7, 8, 4, 1
4, 0, 1, 2, 0
3, 0, 1, 3, 0
13, 9, 25, 6, 1
15, 12, 256, 15, 1
3, 3, 1, 2, 1
13, 5, 1003, 3, 1
9, 1, 8, 6, 0
7, 0, 1, 5, 0
16, 9, 3673, 12, 1
5, 4, 5, 5, 0
3, 3, 1, 3, 1
12, 3, 204, 10, 1
11, 0, 1, 1, 0
2, 1, 1, 2, 1
10, 0, 1, 3, 0
3, 1, 3, 3, 0
7, 6, 3, 3, 0
8, 7, 5, 1, 1
4, 0, 1, 1, 0
2, 1, 1, 2, 1
16, 8, 1750, 8, 0
15, 4, 321, 1, 0
15, 13, 93, 2, 1
10, 9, 6, 4, 1
11, 9, 13, 2, 0
8, 4, 22, 8, 0
12, 3, 99, 5, 0
7, 7, 1, 6, 1
1, 1, 1, 1, 1
4, 3, 4, 3, 1
9, 5, 99, 6, 1
3, 2, 3, 2, 1
12, 6, 174, 2, 0
10, 3, 51, 7, 0
15, 2, 26, 3, 0
14, 14, 1, 4, 1
5, 5, 1, 4, 1
2, 1, 2, 2, 0
7, 3, 16, 4, 1
15, 8, 5048, 14, 1
3, 1, 3, 2, 0
4, 1, 2, 2, 0
1, 1, 1, 1, 1
4, 3, 4, 1, 1
9, 4, 10, 2, 0
1, 1, 1, 1, 1
9, 8, 2, 7, 1
11, 6, 102, 4, 0
1, 0, 1, 1, 0
7, 2, 17, 2, 0
8, 5, 10, 2, 1
1, 0, 1, 1, 0
8, 2, 23, 7, 1
12, 10, 2, 11, 1
16, 10, 4460, 1, 1
2, 0, 1, 1, 0
3, 0, 1, 2, 0
12, 10, 49, 12, 1
1, 1, 1, 1, 1
5, 2, 9, 5, 0
8, 0, 1, 1, 0
7, 5, 12, 6, 1
4, 0, 1, 2, 0
3, 3, 1, 1, 1
6, 6, 1, 1, 1
3, 3, 1, 3, 1
3, 0, 1, 1, 0
3, 0, 1, 3, 0
7, 4, 27, 4, 0
15, 0, 1, 1, 0
10, 10, 1, 4, 1
3, 0, 1, 2, 0
4, 2, 2, 1, 0
10, 0, 1, 5, 0
9, 0, 1, 2, 0
7, 3, 1, 6, 1
13, 5, 950, 10, 0
2, 0, 1, 2, 0
3, 0, 1, 3, 0
15, 2, 76, 5, 0
16, 4, 1740, 6, 0
6, 2, 9, 4, 1
1, 1, 1, 1, 1
16, 10, 3882, 2, 0
1, 0, 1, 1, 0
9, 7, 36, 3, 1
14, 2, 24, 1, 0
7, 3, 14, 3, 0
1, 1, 1, 1, 1
5, 2, 4, 1, 0
3, 2, 2, 1, 1
8, 7, 7, 4, 1
16, 5, 1370, 14, 1
1, 0, 1, 1, 0
3, 0, 1, 2, 0
8, 1, 2, 8, 0
5, 5, 1, 3, 1
1, 0, 1, 1, 0
12, 10, 50, 10, 1
5, 1, 5, 4, 0
15, 7, 2097, 12, 1
6, 5, 4, 3, 1
10, 5, 32, 1, 0
10, 6, 38, 3, 0
4, 1, 2, 3, 1
9, 4, 46, 7, 0
7, 6, 5, 1, 1
11, 0, 1, 6, 0
12, 3, 39, 8, 0
15, 0, 1, 8, 0
5, 2, 7, 4, 0
7, 3, 4, 1, 0
14, 1, 7, 14, 0
3, 3, 1, 3, 1
2, 2, 1, 1, 1
8, 0, 1, 7, 0
8, 3, 14, 1, 0
7, 2, 2, 2, 0
15, 10, 2381, 15, 1
1, 0, 1, 1, 0
9, 0, 1, 9, 0
3, 1, 3, 3, 0
14, 1, 9, 14, 0
10, 4, 123, 5, 0
8, 8, 1, 1, 1
10, 3, 10, 8, 1
8, 1, 6, 6, 0
9, 0, 1, 6, 0
2, 1, 2, 2, 0
9, 1, 9, 9, 0
1, 0, 1, 1, 0
6, 4, 8, 2, 0
6, 3, 11, 2, 0
5, 0, 1, 2, 0
1, 1, 1, 1, 1
14, 14, 1, 12, 1
5, 5, 1, 1, 1
12, 4, 463, 7, 1
13, 2, 31, 1, 0
1, 1, 1, 1, 1
12, 11, 7, 4, 1
11, 2, 5, 2, 0
3, 3, 1, 2, 1
6, 5, 4, 2, 1
4, 0, 1, 3, 0
3, 1, 1, 1, 0
14, 10, 897, 14, 1
15, 3, 71, 3, 0
14, 14, 1, 13, 1
8, 8, 1, 2, 1
2, 1, 1, 2, 1
2, 0, 1, 2, 0
13, 12, 11, 12, 1
8, 4, 2, 8, 1
9, 8, 8, 4, 1
13, 4, 98, 1, 0
6, 3, 19, 2, 1
5, 2, 8, 3, 0
8, 2, 25, 1, 1
5, 1, 2, 4, 1
14, 3, 220, 5, 1
1, 1, 1, 1, 1
3, 3, 1, 2, 1
6, 2, 11, 3, 0
6, 2, 8, 2, 1
8, 5, 8, 1, 0
14, 5, 186, 3, 0
1, 1, 1, 1, 1
3, 1, 2, 1, 0
8, 7, 6, 7, 1
5, 5, 1, 4, 1
13, 4, 158, 3, 0
2, 0, 1, 1, 0
4, 2, 6, 1, 1
2, 1, 2, 1, 1
5, 0, 1, 5, 0
2, 0, 1, 1, 0
6, 3, 7, 5, 1
2, 0, 1, 2, 0
7, 5, 16, 3, 1
9, 3, 42, 6, 0
7, 1, 1, 2, 0
16, 16, 1, 8, 1
12, 6, 346, 2, 1
12, 12, 1, 1, 1
3, 3, 1, 3, 1
9, 6, 28, 6, 1
9, 1, 3, 5, 0
13, 11, 24, 2, 1
1, 0, 1, 1, 0
6, 1, 2, 1, 0
12, 11, 3, 10, 1
1, 0, 1, 1, 0
11, 9, 13, 5, 0
9, 2, 2, 4, 0
4, 0, 1, 4, 0
8, 4, 43, 2, 0
12, 11, 7, 3, 1
5, 4, 5, 4, 1
3, 1, 2, 1, 0
5, 0, 1, 4, 0
3, 1, 3, 2, 0
12, 12, 1, 7, 1
1, 1, 1, 1, 1
7, 6, 5, 7, 1
12, 5, 314, 4, 0
6, 4, 3, 4, 0
8, 4, 10, 6, 0
4, 4, 1, 4, 1
2, 1, 1, 1, 0
13, 9, 126, 2, 1
2, 1, 2, 2, 0
14, 1, 8, 9, 0
2, 0, 1, 2, 0
7, 0, 1, 7, 0
14, 4, 192, 2, 0
12, 10, 47, 10, 1
11, 1, 9, 4, 0
14, 14, 1, 8, 1
4, 2, 4, 3, 0
3, 2, 2, 1, 1
1, 0, 1, 1, 0
10, 5, 121, 9, 0
9, 4, 78, 1, 1
2, 0, 1, 2, 0
2, 2, 1, 1, 1
15, 5, 744, 9, 1
2, 0, 1, 1, 0
6, 1, 4, 5, 0
5, 4, 5, 5, 0
14, 10, 327, 1, 1
11, 10, 11, 5, 1
8, 2, 12, 6, 0
10, 8, 13, 6, 0
4, 1, 4, 3, 0
6, 5, 4, 2, 1
1, 0, 1, 1, 0
14, 10, 848, 13, 0
1, 1, 1, 1, 1
12, 11, 8, 10, 1
9, 7, 4, 4, 1
5, 2, 4, 3, 0
8, 3, 52, 2, 1
2, 2, 1, 1, 1
2, 0, 1, 1, 0
6, 2, 7, 6, 1
9, 1, 2, 9, 0
1, 0, 1, 1, 0
14, 6, 2065, 10, 1
4, 2, 6, 2, 1
4, 0, 1, 1, 0
14, 10, 703, 8, 1
3, 1, 2, 1, 0
2, 2, 1, 1, 1
8, 1, 2, 7, 1
6, 2, 14, 6, 0
10, 7, 28, 6, 0
1, 1, 1, 1, 1
11, 10, 9, 5, 1
9, 7, 18, 1, 1
5, 1, 2, 1, 0
15, 13, 69, 14, 1
13, 13, 1, 3, 1
2, 2, 1, 1, 1
3, 3, 1, 1, 1
16, 9, 6155, 6, 1
11, 5, 183, 6, 0
2, 0, 1, 2, 0
8, 1, 8, 2, 0
11, 3, 23, 5, 1
9, 1, 3, 5, 0
1, 1, 1, 1, 1
6, 4, 10, 5, 1
2, 1, 1, 2, 1
8, 0, 1, 8, 0
4, 4, 1, 1, 1
12, 6, 175, 2, 0
1, 1, 1, 1, 1
14, 3, 169, 11, 1
16, 11, 1033, 11, 1
12, 6, 546, 10, 1
13, 5, 46, 7, 1
3, 1, 1, 3, 1
6, 5, 6, 6, 0
1, 1, 1, 1, 1
3, 1, 1, 3, 1
13, 5, 292, 6, 1
15, 7, 534, 13, 1
2, 1, 1, 2, 1
8, 0, 1, 4, 0
14, 5, 1359, 11, 1
5, 4, 3, 1, 1
7, 7, 1, 1, 1
4, 2, 4, 2, 0
14, 3, 57, 11, 0
4, 4, 1, 4, 1
10, 1, 3, 8, 1
7, 2, 18, 6, 0
14, 7, 2753, 12, 1
4, 3, 1, 2, 1
12, 2, 51, 8, 0
1, 1, 1, 1, 1
14, 11, 152, 7, 1
14, 0, 1, 6, 0
1, 0, 1, 1, 0
14, 4, 505, 11, 1
3, 2, 2, 2, 0
5, 2, 4, 5, 1
2, 2, 1, 1, 1
14, 1, 11, 5, 0
5, 0, 1, 5, 0
15, 0, 1, 8, 0
14, 6, 985, 13, 1
5, 3, 3, 1, 0
16, 6, 3943, 8, 0
16, 13, 220, 2, 1
15, 10, 1466, 15, 1
11, 11, 1, 4, 1
8, 3, 25, 2, 1
1, 1, 1, 1, 1
2, 0, 1, 2, 0
12, 2, 31, 10, 1
13, 11, 66, 13, 1
15, 11, 1005, 5, 1
3, 2, 1, 2, 1
16, 8, 2566, 10, 0
2, 1, 1, 2, 1
12, 0, 1, 8, 0
9, 6, 83, 9, 0
12, 10, 12, 2, 0
12, 8, 183, 9, 0
12, 9, 48, 10, 1
10, 4, 8, 10, 1
13, 9, 203, 6, 1
12, 3, 210, 9, 0
11, 6, 41, 10, 1
10, 0, 1, 10, 0
14, 7, 250, 11, 1
10, 10, 1, 4, 1
